mean_train_loss,mean_val_loss,train_acc,val_acc
2589.580810546875,308.7889404296875,0.17252586893075086,0.28760944547625367
10575.3837890625,1047.25390625,0.26114353940037144,0.3430618201114354
15429.927734375,2843.177001953125,0.36044043512868135,0.38418678694613956
52558.16015625,9289.4921875,0.4523083045900769,0.5205624834173521
34337.22265625,13409.12109375,0.5256036083841867,0.542849562218095
42956.26171875,19013.69140625,0.5502785884850093,0.4672326877155744
25051.513671875,13484.49609375,0.5827805784027593,0.5181745821172725
46772.65625,37282.21484375,0.5924648447864155,0.5311753780843725
29082.7890625,22649.486328125,0.6262934465375432,0.5258689307508623
31572.974609375,22616.80078125,0.6227115945874238,0.543380206951446
44352.79296875,47356.2265625,0.6590607588219687,0.5914035553197134
27019.666015625,47702.515625,0.6495754842133192,0.48713186521623775
66156.5078125,50676.99609375,0.6645661979304855,0.5823825948527461
25281.5625,39038.44140625,0.6616476518970549,0.554789068718493
30047.337890625,46302.3828125,0.6635712390554523,0.5242769965508093
